id,obra_id,camion_id,usuario_id,tipo,capacidad,material,ubicacion,timestamp,fecha,camion_nombre,camion_patente,destino
201271a0-8cfd-4e61-aa29-9e12ca80f31e,f9a3f344-c107-460f-87f3-433e1ca0327a,5613f505-c184-4244-83cb-518bfc27c121,c2fcf75d-bb0b-467e-918a-4220154fca85,outgoing,20.00,Arcilla,,2025-12-28 21:57:32.138+00,2025-12-28,,,Jaime Repullo
cd0dcadf-e046-4d4e-a97d-8ac6294713ad,f9a3f344-c107-460f-87f3-433e1ca0327a,5613f505-c184-4244-83cb-518bfc27c121,c2fcf75d-bb0b-467e-918a-4220154fca85,outgoing,20.00,Arcilla,,2025-12-28 21:47:34.792+00,2025-12-28,,,Jaime Repullo
